3,39:51,,,,,,,,,,00:07,11:00,13:39,18:39,30:20,33:32,35:43,38:06,39:51,1:07:19,,2026/05/03 23:21:31,,,,,,,,,,,3,forest,,,,,,,2,3,136,7,12,,0,no,yes,no,yes,no,no,yes,no,yes,1551,17,1072,10,21,0,18,181,12,0,0,1,0,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0,2,0,0,4,3,0,0,0,0,0,0,0,1413,36,621942,1944,62729,9697,2688,211340,,,7543,660443,819543,1119601,1820301,2012951,2143065,2286565,2391671,4039810
2,57:16,,,,,,,,,,00:08,01:22,13:18,16:05,22:58,27:50,45:02,45:51,57:16,1:00:57,,2026/05/03 15:55:40,,,,,,,,,,,2,plains,,,,,,,1,7,217,7,22,,1,no,yes,no,no,no,no,no,no,no,1753,24,1682,18,30,8,5,1,22,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,14,0,0,4,0,0,7,0,0,0,3,0,0,5896,7215,86465,68593,427373,8726,4561,238669,,,8968,82918,798068,965055,1378805,1670005,2702581,2751831,3436366,3657320
1,29:59,,,,,,,,,,00:07,03:31,08:37,11:28,21:03,23:26,26:31,27:41,29:59,33:10,,2026/05/01 14:44:00,,,,,,,,,,,1,taiga,,,,,,,1,5,108,6,15,,1,no,yes,no,no,yes,yes,no,no,no,963,15,846,14,20,0,45,25,15,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,1,0,0,1,0,8,0,0,0,0,0,0,0,0,2402,2113,32568,18595,24485,15053,3459,127894,,,7258,211808,517008,688168,1263109,1406309,1591154,1661911,1799694,1990519
